,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
59,5,0.148981,0.95704,0.956909,0.968666,0.95704,0.387205,0.9032,0.901291,0.927137,0.9032,0.295782,0.9221,0.921275,0.941545,0.9221,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
60,4,0.171316,0.95104,0.950938,0.964232,0.95104,0.413519,0.8872,0.882216,0.915724,0.8872,0.356098,0.9003,0.897922,0.927145,0.9003,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
61,3,0.204912,0.94082,0.940787,0.956888,0.94082,0.30111,0.919,0.917283,0.934933,0.919,0.261728,0.9281,0.927839,0.946153,0.9281,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
62,2,0.265615,0.92492,0.924735,0.944584,0.92492,0.371033,0.9056,0.902116,0.927663,0.9056,0.355807,0.9064,0.901402,0.925067,0.9064,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
63,1,0.483152,0.86022,0.858924,0.892108,0.86022,0.602811,0.8302,0.811829,0.855397,0.8302,0.492255,0.8665,0.856051,0.888738,0.8665,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
64,7,0.13142,0.96228,0.962361,0.972701,0.96228,0.707621,0.8718,0.858979,0.891877,0.8718,0.556894,0.8942,0.883154,0.907098,0.8942,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
65,6,0.141789,0.9591,0.95915,0.970524,0.9591,0.794647,0.854,0.839705,0.882476,0.854,0.60282,0.8776,0.869378,0.900825,0.8776,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
66,5,0.163428,0.95332,0.953024,0.965399,0.95332,0.420025,0.8992,0.896691,0.922608,0.8992,0.375738,0.9073,0.906182,0.929845,0.9073,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
67,4,0.18391,0.94702,0.946675,0.960799,0.94702,0.411767,0.897,0.890706,0.91853,0.897,0.345853,0.9116,0.909371,0.933526,0.9116,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
68,3,0.225496,0.93486,0.934635,0.951377,0.93486,0.330276,0.9136,0.910877,0.931244,0.9136,0.263399,0.9241,0.924007,0.943479,0.9241,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
69,2,0.304231,0.91194,0.911741,0.934478,0.91194,0.403028,0.8944,0.888224,0.918584,0.8944,0.396923,0.889,0.883919,0.912906,0.889,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
70,1,0.497326,0.85506,0.854078,0.888964,0.85506,0.443219,0.8752,0.872203,0.9041,0.8752,0.388959,0.8845,0.880085,0.908867,0.8845,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
71,6,0.140477,0.95914,0.959093,0.970089,0.95914,0.467901,0.8906,0.888363,0.921804,0.8906,0.404372,0.9032,0.901511,0.926825,0.9032,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
72,5,0.150758,0.95718,0.957141,0.96869,0.95718,0.686646,0.853,0.839373,0.879862,0.853,0.619395,0.8687,0.855603,0.885832,0.8687,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
73,4,0.177851,0.94956,0.949573,0.963262,0.94956,0.517367,0.8816,0.872321,0.904249,0.8816,0.471976,0.8897,0.882197,0.910757,0.8897,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
74,3,0.210264,0.94048,0.940262,0.955808,0.94048,0.478958,0.8792,0.871553,0.908381,0.8792,0.442527,0.8917,0.88572,0.91612,0.8917,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
75,2,0.291958,0.91514,0.915155,0.937497,0.91514,0.320387,0.9156,0.914018,0.933903,0.9156,0.314106,0.91,0.90893,0.929001,0.91,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
76,1,0.499347,0.85738,0.855535,0.88988,0.85738,0.40799,0.8788,0.874865,0.904435,0.8788,0.345837,0.898,0.893765,0.917963,0.898,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
77,5,0.144874,0.95838,0.958315,0.969843,0.95838,0.467826,0.8916,0.88691,0.916597,0.8916,0.379504,0.9048,0.902136,0.927281,0.9048,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
78,4,0.163113,0.95276,0.952782,0.965708,0.95276,0.555398,0.8628,0.854086,0.898329,0.8628,0.498267,0.8805,0.871776,0.905003,0.8805,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
79,3,0.203009,0.9412,0.940913,0.956576,0.9412,0.441062,0.8862,0.880304,0.914243,0.8862,0.354095,0.9111,0.907805,0.931715,0.9111,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
80,2,0.244763,0.92914,0.928817,0.947535,0.92914,0.38778,0.8822,0.873271,0.904594,0.8822,0.33869,0.8994,0.892844,0.920889,0.8994,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
81,1,0.472788,0.86396,0.862389,0.894973,0.86396,0.412356,0.8974,0.892741,0.92031,0.8974,0.399628,0.895,0.890863,0.918533,0.895,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
82,7,0.413931,0.8748,0.874139,0.905342,0.8748,0.628618,0.8042,0.798078,0.839432,0.8042,0.594971,0.8202,0.815677,0.859148,0.8202,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
83,6,0.434669,0.86974,0.869163,0.901327,0.86974,0.641567,0.8206,0.810229,0.850391,0.8206,0.602564,0.833,0.827275,0.866295,0.833,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
84,5,0.447435,0.86746,0.86707,0.900154,0.86746,0.572614,0.8294,0.824461,0.862212,0.8294,0.529869,0.8443,0.838792,0.871013,0.8443,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
85,4,0.514374,0.84566,0.845083,0.882734,0.84566,0.622748,0.8078,0.798536,0.835406,0.8078,0.554679,0.8361,0.829169,0.862641,0.8361,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
86,3,0.499224,0.85212,0.851738,0.888284,0.85212,0.553657,0.8396,0.835976,0.869965,0.8396,0.554032,0.8453,0.841201,0.87639,0.8453,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
87,2,0.485063,0.85586,0.855778,0.891638,0.85586,0.574517,0.8136,0.806415,0.848058,0.8136,0.564463,0.8208,0.815515,0.859591,0.8208,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
88,1,0.597579,0.82694,0.82543,0.865145,0.82694,0.743074,0.793,0.782211,0.8356,0.793,0.622313,0.8201,0.813957,0.858196,0.8201,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
89,3,0.499224,0.85212,0.851738,0.888284,0.85212,0.553657,0.8396,0.835976,0.869965,0.8396,0.554032,0.8453,0.841201,0.87639,0.8453,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
90,2,0.485063,0.85586,0.855778,0.891638,0.85586,0.574517,0.8136,0.806415,0.848058,0.8136,0.564463,0.8208,0.815515,0.859591,0.8208,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
91,1,0.597579,0.82694,0.82543,0.865145,0.82694,0.743074,0.793,0.782211,0.8356,0.793,0.622313,0.8201,0.813957,0.858196,0.8201,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
92,1,2.398354,0.1023,0.048311,0.046422,0.1023,2.39426,0.1,0.02263,0.013012,0.1,2.39426,0.1,0.022381,0.012822,0.1,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,cnews/keep_all/PretrainedBaseline
