,arch_type,seed,base,variant_name,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,val_doc_entropy,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,test_doc_entropy,dropout_rate,embedding_type,max_length,head_num,calculate_entropy,with_gru,run_id
98,FastformerClassifyModel,25,0,,1.158615,0.689386,0.679556,0.718092,0.689386,,1.161541,0.684756,0.675331,0.712894,0.684756,,0.2,glove,100,,,,News26/keep_all/FastformerClassifyModel
99,FastformerClassifyModel,2021,0,,1.113475,0.693169,0.680525,0.714873,0.693169,,1.11366,0.691775,0.680768,0.717217,0.691775,,0.2,glove,100,,,,News26/keep_all/FastformerClassifyModel
100,FastformerClassifyModel,2020,0,,1.166905,0.687046,0.677487,0.715009,0.687046,,1.168568,0.681868,0.672997,0.710845,0.681868,,0.2,glove,100,,,,News26/keep_all/FastformerClassifyModel
101,FastformerClassifyModel,42,0,,1.126582,0.685403,0.681929,0.725863,0.685403,,1.142582,0.683063,0.679804,0.725172,0.683063,,0.2,glove,100,,,,News26/keep_all/FastformerClassifyModel
102,PretrainedBaseline,4,0,,0.981673,0.713532,0.706703,0.744476,0.713532,,0.98667,0.709499,0.70271,0.741102,0.709499,,0.2,xlnet-base-cased,100,,,,News26/keep_all/PretrainedBaseline
103,PretrainedBaseline,25,0,,1.005393,0.709947,0.701008,0.737677,0.709947,,1.010091,0.708752,0.700059,0.737526,0.708752,,0.2,xlnet-base-cased,100,,,,News26/keep_all/PretrainedBaseline
104,PretrainedBaseline,2021,0,,1.010786,0.710644,0.703516,0.742036,0.710644,,1.013701,0.707109,0.700879,0.73882,0.707109,,0.2,xlnet-base-cased,100,,,,News26/keep_all/PretrainedBaseline
105,PretrainedBaseline,2020,0,,0.984312,0.712437,0.702018,0.736596,0.712437,,0.988952,0.709549,0.701098,0.737929,0.709549,,0.2,xlnet-base-cased,100,,,,News26/keep_all/PretrainedBaseline
106,PretrainedBaseline,42,0,,1.006076,0.711242,0.701033,0.736865,0.711242,,1.01075,0.710097,0.701446,0.73863,0.710097,,0.2,xlnet-base-cased,100,,,,News26/keep_all/PretrainedBaseline
107,PretrainedBaseline,4,0,,0.96632,0.713283,0.708442,0.748762,0.713283,,0.955891,0.716419,0.711376,0.750566,0.716419,,0.2,distilbert-base-uncased,100,,,,News26/keep_all/PretrainedBaseline
