,arch_type,seed,base,variant_name,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,val_doc_entropy,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,test_doc_entropy,dropout_rate,embedding_type,max_length,head_num,calculate_entropy,with_gru,run_id,head_dim
289,BiAttentionClassifyModel,25.0,0.0,base,0.689866,0.772588,0.763369,0.786557,0.772588,1.243561,0.679013,0.77811,0.769633,0.791255,0.77811,1.24498,0.2,glove,100.0,120.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
290,BiAttentionClassifyModel,2021.0,0.0,base,0.675618,0.773278,0.757587,0.779062,0.773278,2.267865,0.665483,0.784553,0.769906,0.791366,0.784553,2.270845,0.2,glove,100.0,120.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
291,BiAttentionClassifyModel,2020.0,0.0,base,0.686548,0.774659,0.764262,0.787883,0.774659,2.339023,0.68526,0.77857,0.768267,0.788052,0.77857,2.342108,0.2,glove,100.0,120.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
292,BiAttentionClassifyModel,42.0,0.0,base,0.705837,0.766375,0.762795,0.790309,0.766375,2.408626,0.707739,0.765532,0.763613,0.791644,0.765532,2.411904,0.2,glove,100.0,120.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
293,BiAttentionClassifyModel,4.0,0.0,base,0.675479,0.777266,0.766493,0.790096,0.777266,2.756851,0.674761,0.778417,0.767199,0.788671,0.778417,2.761515,0.2,glove,100.0,100.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
294,BiAttentionClassifyModel,25.0,0.0,base,0.727186,0.768369,0.767327,0.798344,0.768369,1.953122,0.724483,0.773662,0.773263,0.804174,0.773662,1.955974,0.2,glove,100.0,100.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
295,BiAttentionClassifyModel,2021.0,0.0,base,0.683098,0.776346,0.767933,0.791658,0.776346,2.649102,0.674028,0.781331,0.774365,0.797804,0.781331,2.652956,0.2,glove,100.0,100.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
296,BiAttentionClassifyModel,2020.0,0.0,base,0.687636,0.776193,0.763902,0.785491,0.776193,3.044364,0.672367,0.780411,0.768948,0.791369,0.780411,3.048982,0.2,glove,100.0,100.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
297,BiAttentionClassifyModel,42.0,0.0,base,0.67606,0.777497,0.766442,0.78714,0.777497,2.772897,0.665734,0.781945,0.772244,0.792728,0.781945,2.778594,0.2,glove,100.0,100.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
298,BiAttentionClassifyModel,4.0,0.0,base,0.681112,0.779107,0.767766,0.789551,0.779107,3.282639,0.668805,0.783402,0.772685,0.793478,0.783402,3.289731,0.2,glove,100.0,80.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
299,BiAttentionClassifyModel,25.0,0.0,base,0.675331,0.77788,0.772982,0.797955,0.77788,3.342381,0.667942,0.782635,0.778243,0.802762,0.782635,3.348524,0.2,glove,100.0,80.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
300,BiAttentionClassifyModel,2021.0,0.0,base,0.679356,0.776423,0.769002,0.793263,0.776423,3.181994,0.666451,0.781638,0.77434,0.797419,0.781638,3.188145,0.2,glove,100.0,80.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
301,BiAttentionClassifyModel,2020.0,0.0,base,0.702622,0.773355,0.761098,0.782133,0.773355,3.183921,0.685223,0.778264,0.765506,0.784086,0.778264,3.190011,0.2,glove,100.0,80.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
302,BiAttentionClassifyModel,42.0,0.0,base,0.678589,0.776499,0.761263,0.7819,0.776499,3.335749,0.673563,0.780334,0.766926,0.78905,0.780334,3.342037,0.2,glove,100.0,80.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
303,BiAttentionClassifyModel,4.0,0.0,base,0.679812,0.779414,0.767241,0.788,0.779414,3.305575,0.675823,0.780718,0.770664,0.794488,0.780718,3.311281,0.2,glove,100.0,60.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
304,BiAttentionClassifyModel,25.0,0.0,base,0.678897,0.775272,0.773888,0.803388,0.775272,3.181591,0.680506,0.780104,0.777305,0.803326,0.780104,3.187861,0.2,glove,100.0,60.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
305,BiAttentionClassifyModel,2021.0,0.0,base,0.67418,0.781101,0.778396,0.806688,0.781101,3.569063,0.670347,0.783172,0.780101,0.806781,0.783172,3.575781,0.2,glove,100.0,60.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
306,BiAttentionClassifyModel,2020.0,0.0,base,0.679205,0.77788,0.77049,0.795229,0.77788,3.560325,0.673194,0.783096,0.776102,0.799336,0.783096,3.566945,0.2,glove,100.0,60.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
307,BiAttentionClassifyModel,42.0,0.0,base,0.669071,0.780795,0.769366,0.79149,0.780795,3.455045,0.666499,0.780181,0.767531,0.787684,0.780181,3.46154,0.2,glove,100.0,60.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
308,BiAttentionClassifyModel,4.0,0.0,base,0.67132,0.778494,0.769252,0.791464,0.778494,3.435853,0.665937,0.783402,0.773911,0.793947,0.783402,3.443004,0.2,glove,100.0,40.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
309,BiAttentionClassifyModel,25.0,0.0,base,0.680051,0.777266,0.761434,0.781053,0.777266,3.406949,0.669215,0.780871,0.767062,0.785352,0.780871,3.414624,0.2,glove,100.0,40.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
310,BiAttentionClassifyModel,2021.0,0.0,base,0.668604,0.783402,0.775363,0.797502,0.783402,3.380076,0.659322,0.786624,0.780542,0.803372,0.786624,3.38645,0.2,glove,100.0,40.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
311,BiAttentionClassifyModel,2020.0,0.0,base,0.672912,0.776423,0.768876,0.793523,0.776423,3.45457,0.669277,0.78463,0.776485,0.799817,0.78463,3.460315,0.2,glove,100.0,40.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
312,BiAttentionClassifyModel,42.0,0.0,base,0.679834,0.782559,0.776407,0.800916,0.782559,3.293055,0.67317,0.781562,0.775995,0.798865,0.781562,3.300053,0.2,glove,100.0,40.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
313,BiAttentionClassifyModel,4.0,0.0,combined_mha,0.646947,0.783019,0.778067,0.803358,0.783019,,0.643925,0.783709,0.779393,0.803855,0.783709,,0.2,glove,100.0,20.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
314,BiAttentionClassifyModel,25.0,0.0,combined_mha,0.656345,0.778647,0.768514,0.790271,0.778647,,0.659364,0.779031,0.771008,0.794759,0.779031,,0.2,glove,100.0,20.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
315,BiAttentionClassifyModel,2021.0,0.0,combined_mha,0.657334,0.77857,0.76853,0.792363,0.77857,,0.654967,0.782712,0.772818,0.793798,0.782712,,0.2,glove,100.0,20.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
316,BiAttentionClassifyModel,2020.0,0.0,combined_mha,0.674194,0.775042,0.773045,0.801673,0.775042,,0.675261,0.7788,0.778434,0.808332,0.7788,,0.2,glove,100.0,20.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
317,BiAttentionClassifyModel,42.0,0.0,combined_mha,0.665282,0.774659,0.770528,0.797797,0.774659,,0.664839,0.780104,0.776067,0.80182,0.780104,,0.2,glove,100.0,20.0,1.0,,MIND15/keep_all/BiAttentionClassifyModel,
