,epoch,loss,accuracy,macro_f,precision,recall,doc_entropy,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,val_doc_entropy,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,test_doc_entropy,split,seed,dropout_rate,embedding_type,max_length,head_num,arch_type,calculate_entropy,with_gru,run_id,entropy_constraint,head_dim,variant_name
324,1,0.669716,0.77065,0.758117,0.778983,0.77065,4.223236,0.573364,0.799202,0.792388,0.816368,0.799202,4.630393,0.57527,0.797822,0.789747,0.810668,0.797822,4.643473,valid,2020,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
325,3,0.271313,0.906663,0.905001,0.920016,0.906663,3.842093,0.671903,0.796288,0.785502,0.806183,0.796288,4.455179,0.658355,0.801043,0.790079,0.809519,0.801043,4.470168,valid,4,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
326,2,0.440756,0.845531,0.841858,0.863509,0.845531,3.947511,0.563985,0.806949,0.799951,0.823359,0.806949,4.47635,0.552494,0.811704,0.804333,0.824199,0.811704,4.488844,valid,4,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
327,1,0.66963,0.772088,0.759566,0.780284,0.772088,4.094638,0.561681,0.800583,0.801407,0.832251,0.800583,4.534659,0.559014,0.803344,0.803431,0.830252,0.803344,4.546035,valid,4,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
328,3,0.272312,0.905531,0.903825,0.91894,0.905531,4.012826,0.657911,0.798052,0.791814,0.815242,0.798052,4.43619,0.646631,0.807946,0.801913,0.823782,0.807946,4.453162,valid,25,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
329,2,0.442059,0.844677,0.840821,0.861896,0.844677,4.065403,0.563272,0.805798,0.803897,0.828296,0.805798,4.510058,0.553876,0.8104,0.809923,0.837265,0.8104,4.524042,valid,25,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
330,1,0.669302,0.771244,0.759754,0.781625,0.771244,4.192823,0.569894,0.797055,0.793034,0.818172,0.797055,4.602522,0.56949,0.801657,0.799068,0.825873,0.801657,4.615693,valid,25,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
331,3,0.269871,0.906039,0.904996,0.920697,0.906039,3.905368,0.669314,0.796211,0.787077,0.809876,0.796211,4.389569,0.653093,0.803958,0.795979,0.817577,0.803958,4.401014,valid,2021,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
332,2,0.440452,0.845511,0.842098,0.863741,0.845511,4.021367,0.569582,0.807102,0.801032,0.822924,0.807102,4.494478,0.560053,0.80925,0.805839,0.829424,0.80925,4.507438,valid,2021,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
333,1,0.667279,0.771848,0.759975,0.781027,0.771848,4.157586,0.568847,0.803344,0.793502,0.814632,0.803344,4.60733,0.56023,0.805798,0.798668,0.822249,0.805798,4.620084,valid,2021,0.2,distilbert-base-uncased,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
334,3,0.328706,0.886212,0.883659,0.901157,0.886212,4.254982,0.619838,0.794754,0.788906,0.81258,0.794754,4.799739,0.615212,0.800583,0.796461,0.821682,0.800583,4.811603,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
335,2,0.483667,0.832539,0.827252,0.848934,0.832539,4.304315,0.569898,0.803497,0.802449,0.830052,0.803497,4.793831,0.566073,0.81063,0.809751,0.83615,0.81063,4.805129,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
336,1,0.706418,0.763967,0.748697,0.767168,0.763967,3.992919,0.600216,0.793833,0.784753,0.806059,0.793833,4.700984,0.598975,0.796288,0.788813,0.811229,0.796288,4.713177,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
337,2,0.485969,0.832827,0.827355,0.848424,0.832827,4.224301,0.580162,0.796671,0.780769,0.798177,0.796671,4.730942,0.574255,0.800353,0.786718,0.805083,0.800353,4.744797,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
338,1,0.713923,0.760496,0.744688,0.764122,0.760496,3.7233,0.586092,0.795828,0.784731,0.802574,0.795828,4.477873,0.578097,0.800199,0.791045,0.810552,0.800199,4.494613,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
339,3,0.323996,0.887986,0.885167,0.901773,0.887986,4.61281,0.623066,0.794907,0.794302,0.8226,0.794907,4.887112,0.609166,0.804955,0.804075,0.830517,0.804955,4.901149,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
340,2,0.477527,0.835281,0.830205,0.851301,0.835281,4.64418,0.5711,0.806105,0.798682,0.821138,0.806105,4.902633,0.566073,0.808406,0.803038,0.825994,0.808406,4.915612,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
341,1,0.70672,0.763095,0.747855,0.766382,0.763095,4.509379,0.575717,0.799663,0.790845,0.812162,0.799663,4.903361,0.567275,0.805338,0.798156,0.821655,0.805338,4.916041,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
342,3,0.329238,0.884611,0.881642,0.898714,0.884611,4.655708,0.620119,0.801963,0.795648,0.817528,0.801963,4.945181,0.601809,0.807332,0.802186,0.825989,0.807332,4.956332,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
343,2,0.483683,0.832108,0.826868,0.848936,0.832108,4.698319,0.565488,0.80089,0.794438,0.818376,0.80089,4.964226,0.559747,0.806872,0.803271,0.828978,0.806872,4.975402,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
344,1,0.711468,0.763133,0.747321,0.766071,0.763133,4.500764,0.588907,0.79345,0.790941,0.819585,0.79345,4.899086,0.588654,0.798589,0.796712,0.822966,0.798589,4.909437,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
345,1,0.711468,0.763133,0.747321,0.766071,0.763133,4.500764,0.588906,0.79345,0.790941,0.819585,0.79345,4.899086,0.588654,0.798589,0.796712,0.822966,0.798589,4.909437,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
346,3,0.306412,0.893316,0.890896,0.907374,0.893316,4.414767,0.649378,0.792376,0.781474,0.802691,0.792376,4.806133,0.646902,0.799816,0.791684,0.813774,0.799816,4.817269,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
347,2,0.470604,0.836595,0.831503,0.852693,0.836595,4.277347,0.58424,0.796058,0.781863,0.801527,0.796058,4.729643,0.577829,0.801503,0.788498,0.80869,0.801503,4.740293,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
348,1,0.697974,0.76646,0.751744,0.771648,0.76646,3.845483,0.584297,0.795751,0.786369,0.806345,0.795751,4.355996,0.574328,0.799739,0.791051,0.811048,0.799739,4.369657,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
349,2,0.483071,0.8316,0.826155,0.848058,0.8316,4.268077,0.596513,0.791763,0.773421,0.792096,0.791763,4.715612,0.588701,0.798359,0.781847,0.799194,0.798359,4.727429,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
350,1,0.708203,0.761455,0.747525,0.768729,0.761455,3.802045,0.59395,0.794524,0.784588,0.803517,0.794524,4.376876,0.581606,0.797592,0.788133,0.806599,0.797592,4.385701,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
351,3,0.337115,0.883537,0.880635,0.897838,0.883537,3.830597,0.617288,0.800046,0.798188,0.824436,0.800046,4.477362,0.6153,0.808406,0.807738,0.834775,0.808406,4.489948,valid,4,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
352,2,0.490972,0.830276,0.824554,0.845988,0.830276,3.830926,0.566842,0.802884,0.794738,0.817826,0.802884,4.5108,0.567577,0.806335,0.800453,0.825177,0.806335,4.525721,valid,4,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
353,1,0.710708,0.762749,0.74765,0.765977,0.762749,3.43423,0.610307,0.792836,0.784042,0.80803,0.792836,4.195811,0.611987,0.792606,0.783651,0.806497,0.792606,4.208706,valid,4,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
354,3,0.329606,0.885493,0.88265,0.899886,0.885493,4.051677,0.623733,0.794524,0.783348,0.802674,0.794524,4.63795,0.62508,0.801043,0.792479,0.8124,0.801043,4.650858,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
355,2,0.485895,0.831254,0.825662,0.847454,0.831254,3.945734,0.566915,0.805875,0.797941,0.819022,0.805875,4.57023,0.559516,0.813085,0.808193,0.830982,0.813085,4.582138,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
356,1,0.70886,0.763258,0.747728,0.766123,0.763258,3.561984,0.592106,0.796211,0.788548,0.812981,0.796211,4.263169,0.587004,0.802807,0.797011,0.820923,0.802807,4.272712,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
357,3,0.333087,0.884687,0.881643,0.898641,0.884687,3.873403,0.604587,0.795828,0.792072,0.818589,0.795828,4.586717,0.598087,0.806719,0.805094,0.831903,0.806719,4.599608,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
358,2,0.491193,0.830554,0.825078,0.847097,0.830554,3.897302,0.565864,0.804034,0.797858,0.821107,0.804034,4.456496,0.564113,0.814235,0.808632,0.829346,0.814235,4.470521,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
359,1,0.713605,0.763027,0.747882,0.76709,0.763027,3.559728,0.598945,0.797668,0.789332,0.809387,0.797668,4.454018,0.594902,0.799663,0.793111,0.81483,0.799663,4.465784,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
360,3,0.331279,0.883393,0.880352,0.898136,0.883393,4.600582,0.624963,0.795597,0.792053,0.8193,0.795597,4.999448,0.601177,0.804418,0.802996,0.82879,0.804418,5.005907,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
361,2,0.475783,0.83369,0.828569,0.850472,0.83369,4.529527,0.580603,0.797208,0.791657,0.815436,0.797208,5.019355,0.565154,0.807179,0.80006,0.820506,0.807179,5.025361,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
362,1,0.684611,0.769068,0.755617,0.775783,0.769068,4.147369,0.58968,0.799663,0.795994,0.820845,0.799663,4.844908,0.582097,0.80066,0.798465,0.823783,0.80066,4.850872,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
363,2,0.533958,0.820171,0.814547,0.83862,0.820171,4.109975,0.602627,0.798972,0.791094,0.81433,0.798972,4.59041,0.597003,0.80135,0.791608,0.813174,0.80135,4.600126,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
364,1,0.744004,0.757102,0.742743,0.763111,0.757102,3.733664,0.63613,0.788234,0.776871,0.79551,0.788234,4.339879,0.619189,0.795597,0.786619,0.807745,0.795597,4.349215,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
365,3,0.319966,0.888513,0.885784,0.902934,0.888513,4.375246,0.624365,0.799279,0.794613,0.819101,0.799279,4.764158,0.604883,0.805262,0.801373,0.825564,0.805262,4.778283,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
366,2,0.469513,0.837429,0.832228,0.853675,0.837429,4.280093,0.58369,0.798205,0.783148,0.80142,0.798205,4.745901,0.571018,0.805798,0.791845,0.811762,0.805798,4.759949,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
367,1,0.695279,0.767582,0.753433,0.773892,0.767582,3.988113,0.578388,0.799969,0.788736,0.808636,0.799969,4.585406,0.573356,0.806719,0.797516,0.817854,0.806719,4.59963,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
368,3,0.357748,0.875751,0.872641,0.890622,0.875751,4.025673,0.60408,0.801043,0.796244,0.822424,0.801043,4.61815,0.595417,0.807256,0.801119,0.824159,0.807256,4.628229,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
369,2,0.508896,0.825243,0.819184,0.840382,0.825243,4.001946,0.570244,0.800813,0.789817,0.810892,0.800813,4.540829,0.56247,0.807486,0.79704,0.81692,0.807486,4.552079,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
370,1,0.718855,0.759327,0.744033,0.763131,0.759327,3.324565,0.611402,0.786624,0.777366,0.797834,0.786624,4.260197,0.61576,0.787314,0.779116,0.801621,0.787314,4.270664,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
371,3,0.30205,0.897171,0.894645,0.910642,0.897171,2.701292,0.658759,0.788464,0.78633,0.812583,0.788464,2.767794,0.643794,0.796441,0.793674,0.81927,0.796441,2.771188,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
372,2,0.485861,0.833028,0.827476,0.849253,0.833028,3.145913,0.61006,0.790075,0.788083,0.816465,0.790075,3.29649,0.591248,0.796595,0.79516,0.822352,0.796595,3.300826,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
373,1,0.697112,0.764255,0.750607,0.771359,0.764255,3.862239,0.618392,0.784323,0.7631,0.781173,0.784323,3.632261,0.613208,0.783786,0.765378,0.783688,0.783786,3.63668,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
374,3,0.396187,0.861964,0.858239,0.877775,0.861964,3.811698,0.627202,0.793603,0.79288,0.822325,0.793603,3.911534,0.618883,0.801427,0.800258,0.826852,0.801427,3.918829,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
375,2,0.526223,0.817946,0.811545,0.834096,0.817946,3.904673,0.592531,0.802117,0.789911,0.810691,0.802117,3.939827,0.582598,0.804955,0.792841,0.810748,0.804955,3.945724,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
376,1,0.74116,0.757275,0.742211,0.762904,0.757275,3.877684,0.604028,0.790382,0.78548,0.808608,0.790382,3.898349,0.596686,0.793297,0.789915,0.814314,0.793297,3.906956,valid,25,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
377,3,0.3945,0.863211,0.859527,0.879168,0.863211,3.797393,0.624479,0.792146,0.786244,0.811303,0.792146,3.871824,0.614319,0.801887,0.797233,0.821732,0.801887,3.876724,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
378,2,0.524732,0.818109,0.81216,0.835172,0.818109,3.883766,0.601168,0.797745,0.790601,0.814652,0.797745,3.902015,0.593786,0.803037,0.795639,0.816953,0.803037,3.910572,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
379,1,0.739384,0.756699,0.741501,0.761257,0.756699,3.886,0.628885,0.781025,0.769481,0.790411,0.781025,3.865423,0.626701,0.784323,0.773358,0.796636,0.784323,3.873499,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
380,2,0.530621,0.816067,0.809699,0.832195,0.816067,3.681957,0.606731,0.791993,0.787739,0.814286,0.791993,3.806952,0.604001,0.793603,0.792509,0.820791,0.793603,3.809638,valid,2020,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
381,1,0.746548,0.756469,0.74088,0.761055,0.756469,3.790024,0.630495,0.781025,0.771282,0.793633,0.781025,3.646925,0.631289,0.782252,0.774584,0.797686,0.782252,3.65709,valid,2020,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
382,3,0.386853,0.865195,0.861977,0.881867,0.865195,3.832223,0.634555,0.79391,0.786809,0.812029,0.79391,3.915817,0.618945,0.800276,0.792485,0.815489,0.800276,3.925811,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
383,2,0.51821,0.820027,0.814146,0.837391,0.820027,3.870371,0.582006,0.802577,0.796432,0.819375,0.802577,3.958912,0.568712,0.811474,0.805604,0.827319,0.811474,3.966894,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
384,1,0.7239,0.759806,0.745744,0.766969,0.759806,3.99117,0.629953,0.784093,0.779898,0.807306,0.784093,3.931251,0.62445,0.789385,0.784002,0.808212,0.789385,3.940391,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
385,4,0.277786,0.902712,0.900921,0.916271,0.902712,3.819407,0.743165,0.777266,0.776599,0.806336,0.777266,3.883458,0.739055,0.78624,0.785842,0.815757,0.78624,3.887079,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
386,3,0.393554,0.861398,0.857812,0.877577,0.861398,3.871007,0.619137,0.795367,0.79294,0.820026,0.795367,3.955903,0.607199,0.804495,0.801575,0.82543,0.804495,3.958986,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
387,2,0.527087,0.817716,0.811544,0.834686,0.817716,3.87999,0.599151,0.792146,0.77616,0.797068,0.792146,3.963218,0.591898,0.79276,0.778836,0.799639,0.79276,3.970124,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
388,1,0.739307,0.758636,0.744351,0.765531,0.758636,3.920437,0.630452,0.782098,0.78021,0.811501,0.782098,3.935396,0.619764,0.788158,0.788805,0.819619,0.788158,3.939644,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
389,2,0.523649,0.817649,0.811526,0.834516,0.817649,3.942463,0.613374,0.788464,0.787219,0.820075,0.788464,4.054552,0.606298,0.792299,0.792267,0.821338,0.792299,4.063271,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
390,1,0.73964,0.758071,0.743011,0.762408,0.758071,3.981372,0.626786,0.786317,0.767798,0.788334,0.786317,3.987374,0.608521,0.788695,0.770064,0.786662,0.788695,3.99392,valid,2021,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
391,3,0.398332,0.860766,0.856715,0.87639,0.860766,3.850541,0.635289,0.791916,0.792069,0.82171,0.791916,3.861759,0.62643,0.802961,0.802743,0.831135,0.802961,3.870439,valid,2020,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
392,2,0.528502,0.816863,0.810485,0.833492,0.816863,3.849538,0.608529,0.793527,0.782837,0.803977,0.793527,3.869575,0.605722,0.796134,0.787736,0.81188,0.796134,3.878244,valid,2020,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
393,1,0.74801,0.75599,0.740548,0.761462,0.75599,3.860507,0.613794,0.785703,0.778898,0.804808,0.785703,3.974774,0.622379,0.787851,0.782346,0.809951,0.787851,3.979666,valid,2020,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
394,3,0.393554,0.861398,0.857812,0.877577,0.861398,3.871007,0.619137,0.795367,0.79294,0.820026,0.795367,3.955903,0.607199,0.804495,0.801575,0.82543,0.804495,3.958986,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
395,2,0.527087,0.817716,0.811544,0.834686,0.817716,3.87999,0.599151,0.792146,0.77616,0.797068,0.792146,3.963218,0.591898,0.79276,0.778836,0.799639,0.79276,3.970124,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
396,1,0.739307,0.758636,0.744351,0.765531,0.758636,3.920437,0.630452,0.782098,0.78021,0.811501,0.782098,3.935396,0.619764,0.788158,0.788805,0.819619,0.788158,3.939644,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
397,3,0.396987,0.863604,0.859172,0.877395,0.863604,4.290579,0.654914,0.79299,0.77911,0.799992,0.79299,4.153055,0.640316,0.7946,0.781134,0.79838,0.7946,4.160248,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
398,2,0.52506,0.821139,0.814109,0.835507,0.821139,4.557565,0.612321,0.79391,0.786319,0.808999,0.79391,4.513289,0.600342,0.80066,0.791888,0.810638,0.80066,4.523048,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
399,1,0.741426,0.758071,0.740309,0.75794,0.758071,4.752211,0.626283,0.787161,0.77724,0.797642,0.787161,4.662497,0.615954,0.794217,0.784055,0.804838,0.794217,4.671606,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
400,3,0.396987,0.863604,0.859172,0.877395,0.863604,4.290579,0.654914,0.79299,0.77911,0.799992,0.79299,4.153055,0.640316,0.7946,0.781134,0.79838,0.7946,4.160248,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
401,2,0.52506,0.821139,0.814109,0.835507,0.821139,4.557565,0.612321,0.79391,0.786319,0.808999,0.79391,4.513289,0.600342,0.80066,0.791888,0.810638,0.80066,4.523048,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
402,1,0.741426,0.758071,0.740309,0.75794,0.758071,4.752211,0.626283,0.787161,0.77724,0.797642,0.787161,4.662497,0.615954,0.794217,0.784055,0.804838,0.794217,4.671606,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
403,3,0.41466,0.855329,0.85025,0.868879,0.855329,4.326246,0.633286,0.793757,0.788497,0.813866,0.793757,4.677633,0.620512,0.797208,0.792634,0.817609,0.797208,4.690038,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
404,2,0.527694,0.818196,0.810753,0.831665,0.818196,4.248876,0.609338,0.795137,0.781896,0.80419,0.795137,4.639401,0.59537,0.799663,0.787198,0.805119,0.799663,4.651753,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
405,1,0.732809,0.758943,0.741801,0.75879,0.758943,3.631324,0.638992,0.783249,0.770991,0.793171,0.783249,4.520596,0.637173,0.788004,0.775757,0.79691,0.788004,4.533782,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
406,3,0.416637,0.858858,0.854605,0.873757,0.858858,2.787329,0.666179,0.789462,0.78833,0.81703,0.789462,2.811741,0.649574,0.802347,0.800754,0.827755,0.802347,2.821906,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
407,2,0.537894,0.817822,0.810183,0.831025,0.817822,2.91258,0.613543,0.796058,0.786797,0.807692,0.796058,3.167331,0.592337,0.80158,0.795558,0.818784,0.80158,3.17639,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
408,1,0.743917,0.757725,0.73983,0.756968,0.757725,2.810104,0.617225,0.791916,0.787571,0.812561,0.791916,3.233022,0.606255,0.798589,0.793944,0.817641,0.798589,3.245166,valid,42,0.2,glove,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
409,2,0.69856,0.782462,0.77272,0.795857,0.782462,0.486894,0.729349,0.774198,0.759327,0.778754,0.774198,0.428408,0.718807,0.776039,0.762832,0.780651,0.776039,0.425948,valid,42,0.2,glove,256,15,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
410,1,0.810498,0.744168,0.727683,0.748074,0.744168,3.163541,0.715271,0.768906,0.75993,0.783256,0.768906,0.884219,0.701326,0.777266,0.76752,0.787748,0.777266,0.892165,valid,42,0.2,glove,256,15,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
411,1,0.690151,0.766537,0.75387,0.775213,0.766537,4.377224,0.581867,0.791226,0.780926,0.802263,0.791226,4.650056,0.576922,0.794984,0.78658,0.809419,0.794984,4.664965,valid,2021,0.2,roberta-base,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
412,2,0.50257,0.82508,0.819797,0.842509,0.82508,4.311608,0.54749,0.80856,0.800707,0.821856,0.80856,4.581588,0.541194,0.812318,0.8058,0.8282,0.812318,4.592732,valid,2020,0.2,roberta-base,256,40,BiAttentionClassifyModel,1,gru,MIND15/keep_all/BiAttentionClassifyModel,,,
