,epoch,loss,accuracy,macro_f,precision,recall,doc_entropy,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,val_doc_entropy,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,test_doc_entropy,split,seed,dropout_rate,embedding_type,max_length,head_num,arch_type,calculate_entropy,with_gru,run_id,entropy_constraint,head_dim,variant_name
903,4,0.483643,0.833757,0.827438,0.847958,0.833757,0.255607,0.769085,0.759856,0.754877,0.781728,0.759856,0.230062,0.759084,0.765071,0.75863,0.781944,0.765071,0.230146,valid,2020,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
904,3,0.552065,0.813191,0.804918,0.825605,0.813191,0.307172,0.721512,0.765532,0.75812,0.782315,0.765532,0.271442,0.70825,0.771974,0.766396,0.79185,0.771974,0.270685,valid,2020,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
905,2,0.636688,0.786901,0.77619,0.797624,0.786901,0.485456,0.690504,0.771898,0.758048,0.776496,0.771898,0.350583,0.687851,0.774812,0.76242,0.780873,0.774812,0.349077,valid,2020,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
906,1,0.816989,0.734437,0.712649,0.728902,0.734437,1.636163,0.731964,0.758552,0.749355,0.772159,0.758552,0.702039,0.728525,0.759166,0.751493,0.774306,0.759166,0.702643,valid,2020,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
907,5,0.430178,0.852654,0.847632,0.867196,0.852654,0.223062,0.781335,0.759319,0.753991,0.782602,0.759319,0.211985,0.771942,0.763384,0.759007,0.784439,0.763384,0.211934,valid,42,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
908,4,0.486633,0.832903,0.826344,0.846967,0.832903,0.236294,0.743231,0.765532,0.758183,0.782427,0.765532,0.222321,0.739458,0.766605,0.759372,0.783197,0.766605,0.222428,valid,42,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
909,3,0.558116,0.809682,0.801687,0.823937,0.809682,0.276919,0.735526,0.760469,0.742656,0.763417,0.760469,0.248729,0.720969,0.764228,0.746252,0.763328,0.764228,0.247842,valid,42,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
910,2,0.639149,0.783699,0.772952,0.794654,0.783699,0.404074,0.704518,0.768676,0.755675,0.776943,0.768676,0.317977,0.701238,0.766299,0.75497,0.774985,0.766299,0.316945,valid,42,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
911,1,0.823827,0.73388,0.711984,0.727804,0.73388,1.329975,0.728918,0.757938,0.740233,0.757387,0.757938,0.561516,0.715812,0.767449,0.751294,0.767826,0.767449,0.560026,valid,42,0.2,glove,100,160,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
912,5,0.469716,0.837582,0.832116,0.853597,0.837582,0.186055,0.7689,0.763154,0.749538,0.769214,0.763154,0.187329,0.75369,0.767449,0.757461,0.779179,0.767449,0.186676,valid,4,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
913,4,0.51862,0.822894,0.815948,0.837342,0.822894,0.196482,0.743545,0.760086,0.749005,0.773752,0.760086,0.186175,0.726197,0.766835,0.757693,0.781823,0.766835,0.186398,valid,4,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
914,3,0.577689,0.803152,0.794243,0.816208,0.803152,0.218306,0.725096,0.765301,0.759674,0.788448,0.765301,0.20373,0.719334,0.764995,0.759978,0.785848,0.764995,0.203878,valid,4,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
915,2,0.650221,0.780362,0.769938,0.792683,0.780362,0.291115,0.701684,0.766529,0.758759,0.783699,0.766529,0.231877,0.704121,0.766222,0.757194,0.778777,0.766222,0.230996,valid,4,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
916,1,0.835371,0.730122,0.707479,0.722987,0.730122,0.902425,0.724124,0.759626,0.747249,0.768885,0.759626,0.378314,0.718758,0.761773,0.750237,0.773661,0.761773,0.378615,valid,4,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
917,5,0.478376,0.835588,0.829743,0.850935,0.835588,0.171879,0.754868,0.759856,0.748935,0.77349,0.759856,0.167251,0.746329,0.766299,0.757033,0.781897,0.766299,0.166645,valid,25,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
918,4,0.525207,0.819711,0.812439,0.833903,0.819711,0.174,0.750404,0.757401,0.749598,0.77457,0.757401,0.167248,0.7375,0.763844,0.757582,0.7819,0.763844,0.166259,valid,25,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
919,3,0.582864,0.800794,0.792172,0.814356,0.800794,0.192441,0.714806,0.765455,0.753909,0.777068,0.765455,0.179443,0.710077,0.768369,0.758261,0.780131,0.768369,0.179657,valid,25,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
920,2,0.657362,0.779087,0.767865,0.789121,0.779087,0.251387,0.715213,0.760393,0.748018,0.770731,0.760393,0.214653,0.715204,0.760086,0.750343,0.775304,0.760086,0.214632,valid,25,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
921,1,0.846353,0.727524,0.703829,0.718072,0.727524,0.751086,0.750129,0.752033,0.73161,0.747412,0.752033,0.325425,0.740527,0.754794,0.735135,0.751596,0.754794,0.323719,valid,25,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
922,5,0.481717,0.833536,0.826914,0.847126,0.833536,0.176909,0.763204,0.760163,0.750945,0.775196,0.760163,0.176591,0.744552,0.767142,0.758756,0.781622,0.767142,0.176877,valid,2021,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
923,4,0.530217,0.81832,0.811195,0.832956,0.81832,0.184553,0.746225,0.758629,0.74955,0.774925,0.758629,0.182722,0.731682,0.765838,0.756817,0.782462,0.765838,0.182837,valid,2021,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
924,3,0.587928,0.799183,0.790201,0.812664,0.799183,0.201426,0.718786,0.764918,0.755532,0.778443,0.764918,0.188957,0.708672,0.765148,0.756114,0.780383,0.765148,0.189542,valid,2021,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
925,2,0.658147,0.779317,0.76846,0.790211,0.779317,0.262919,0.705871,0.765915,0.752438,0.771549,0.765915,0.213704,0.709057,0.768446,0.756577,0.777244,0.768446,0.213482,valid,2021,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
926,1,0.845883,0.726939,0.703406,0.717681,0.726939,0.767362,0.73911,0.759396,0.74977,0.774619,0.759396,0.33055,0.732241,0.756941,0.745254,0.766512,0.756941,0.330813,valid,2021,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
927,5,0.451898,0.843834,0.838185,0.858428,0.843834,0.205725,0.785269,0.76116,0.751957,0.772938,0.76116,0.200227,0.775127,0.763154,0.755532,0.778403,0.763154,0.200292,valid,2020,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
928,4,0.507229,0.826365,0.819333,0.840099,0.826365,0.2193,0.744103,0.765685,0.759523,0.786033,0.765685,0.20667,0.74648,0.768523,0.762721,0.787548,0.768523,0.205671,valid,2020,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
929,3,0.568953,0.806134,0.79779,0.819254,0.806134,0.250685,0.717878,0.766452,0.76173,0.786733,0.766452,0.226544,0.714986,0.769443,0.765359,0.790515,0.769443,0.226554,valid,2020,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
930,2,0.645027,0.783536,0.773523,0.795884,0.783536,0.361084,0.692637,0.768293,0.75391,0.776734,0.768293,0.276537,0.69785,0.767756,0.752437,0.771482,0.767756,0.276328,valid,2020,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
931,1,0.820975,0.734082,0.712719,0.72908,0.734082,1.278237,0.716351,0.762924,0.746426,0.764918,0.762924,0.505191,0.709381,0.766529,0.74919,0.764565,0.766529,0.504913,valid,2020,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
932,5,0.465248,0.838848,0.832887,0.852784,0.838848,0.192751,0.782222,0.762233,0.751129,0.774267,0.762233,0.185158,0.766587,0.766299,0.755376,0.775819,0.766299,0.184962,valid,42,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
933,4,0.515254,0.823143,0.816109,0.837765,0.823143,0.200163,0.749833,0.763537,0.750661,0.773174,0.763537,0.192638,0.740555,0.767372,0.757262,0.781727,0.767372,0.192271,valid,42,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
934,3,0.574341,0.8046,0.79607,0.81813,0.8046,0.223615,0.719812,0.766068,0.754613,0.774752,0.766068,0.205536,0.715211,0.765532,0.75724,0.781945,0.765532,0.20552,valid,42,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
935,2,0.647127,0.782558,0.772005,0.79394,0.782558,0.315259,0.704372,0.764074,0.753886,0.775762,0.764074,0.252259,0.70023,0.769213,0.759665,0.781631,0.769213,0.252586,valid,42,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
936,1,0.824699,0.733852,0.712577,0.728646,0.733852,1.061135,0.725133,0.760086,0.744053,0.764325,0.760086,0.408528,0.716819,0.76208,0.746668,0.766201,0.76208,0.407642,valid,42,0.2,glove,100,180,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
937,5,0.399778,0.863086,0.85876,0.878015,0.863086,0.280218,0.811359,0.75395,0.745294,0.770391,0.75395,0.262311,0.781028,0.762694,0.754401,0.778364,0.762694,0.262284,valid,4,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
938,4,0.471173,0.839136,0.8325,0.851769,0.839136,0.30943,0.759818,0.761236,0.749773,0.772404,0.761236,0.2867,0.744839,0.768216,0.759311,0.782718,0.768216,0.287052,valid,4,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
939,3,0.548887,0.81344,0.805344,0.826869,0.81344,0.370981,0.728709,0.764074,0.756175,0.780846,0.764074,0.321995,0.714739,0.770824,0.763774,0.788157,0.770824,0.32228,valid,4,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
940,2,0.637485,0.785866,0.775083,0.796778,0.785866,0.571005,0.722765,0.761927,0.762994,0.79549,0.761927,0.407583,0.717394,0.766452,0.766598,0.796773,0.766452,0.406978,valid,4,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
941,1,0.82806,0.733439,0.710929,0.72631,0.733439,1.609089,0.717269,0.766989,0.753707,0.774951,0.766989,0.79755,0.715853,0.761466,0.749376,0.772306,0.761466,0.797744,valid,4,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
942,5,0.46037,0.841159,0.835121,0.854966,0.841159,0.223356,0.778345,0.760009,0.748468,0.768986,0.760009,0.220821,0.775669,0.763614,0.753127,0.775035,0.763614,0.220678,valid,25,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
943,4,0.511183,0.825041,0.817758,0.837979,0.825041,0.229363,0.733462,0.768216,0.756479,0.780101,0.768216,0.224814,0.732329,0.77067,0.759983,0.781931,0.77067,0.224706,valid,25,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
944,3,0.576057,0.804562,0.796184,0.818033,0.804562,0.261953,0.717949,0.774275,0.761977,0.782321,0.774275,0.232736,0.708465,0.770517,0.759042,0.778149,0.770517,0.232474,valid,25,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
945,2,0.649921,0.782146,0.771575,0.793033,0.782146,0.351576,0.706362,0.765838,0.753489,0.776101,0.765838,0.288865,0.699228,0.772971,0.762341,0.784215,0.772971,0.288164,valid,25,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
946,1,0.8423,0.728147,0.705039,0.720337,0.728147,1.021487,0.720373,0.759089,0.745586,0.76789,0.759089,0.456398,0.723647,0.763077,0.750758,0.773005,0.763077,0.455394,valid,25,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
947,5,0.358619,0.878407,0.874415,0.89112,0.878407,0.324115,0.85097,0.753413,0.744015,0.767876,0.753413,0.288682,0.827585,0.759626,0.752628,0.777347,0.759626,0.289251,valid,2021,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
948,4,0.442778,0.848599,0.842443,0.861408,0.848599,0.380587,0.767424,0.759089,0.74747,0.770773,0.759089,0.33989,0.750383,0.767142,0.759012,0.783661,0.767142,0.340027,valid,2021,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
949,3,0.530104,0.819289,0.811641,0.832809,0.819289,0.505228,0.724985,0.764458,0.75306,0.776908,0.764458,0.414972,0.714387,0.772281,0.761576,0.782361,0.772281,0.415133,valid,2021,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
950,2,0.628821,0.789125,0.778503,0.799745,0.789125,0.863398,0.700553,0.767909,0.75791,0.783885,0.767909,0.587702,0.702892,0.767756,0.757466,0.779057,0.767756,0.588156,valid,2021,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
951,1,0.814699,0.737179,0.71568,0.731277,0.737179,1.860718,0.73331,0.761083,0.743374,0.763531,0.761083,1.126981,0.721704,0.761773,0.744515,0.764489,0.761773,1.127448,valid,2021,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
952,5,0.291258,0.903556,0.900729,0.914863,0.903556,0.40783,0.945202,0.743902,0.728115,0.747727,0.743902,0.370106,0.931578,0.752646,0.737934,0.759156,0.752646,0.370381,valid,2020,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
953,4,0.364661,0.878369,0.874148,0.891229,0.878369,0.521865,0.840351,0.757401,0.75004,0.774867,0.757401,0.432723,0.814323,0.764228,0.758086,0.783984,0.764228,0.432266,valid,2020,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
954,3,0.484596,0.836652,0.829724,0.850001,0.836652,0.849438,0.758845,0.757785,0.744957,0.765868,0.757785,0.639704,0.743101,0.766299,0.755058,0.775095,0.766299,0.640188,valid,2020,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
955,2,0.609452,0.795463,0.785521,0.80721,0.795463,1.396755,0.683044,0.775426,0.759223,0.777744,0.775426,1.154934,0.682209,0.774275,0.75937,0.780262,0.774275,1.155158,valid,2020,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
956,1,0.805768,0.739681,0.718698,0.734951,0.739681,2.210732,0.715229,0.761927,0.750861,0.772214,0.761927,1.621398,0.703258,0.765225,0.754433,0.774117,0.765225,1.622166,valid,2020,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
957,5,0.279082,0.908503,0.905792,0.919472,0.908503,0.507344,0.932731,0.743672,0.736557,0.761338,0.743672,0.469824,0.907095,0.753336,0.746559,0.7706,0.753336,0.470471,valid,42,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
958,4,0.347243,0.883374,0.879865,0.896713,0.883374,0.635332,0.852269,0.751802,0.743963,0.768029,0.751802,0.545613,0.829693,0.758705,0.753718,0.779908,0.758705,0.546148,valid,42,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
959,3,0.465544,0.842769,0.836623,0.855914,0.842769,1.084749,0.755035,0.762924,0.746186,0.766437,0.762924,0.752363,0.741396,0.766452,0.752148,0.773529,0.766452,0.752919,valid,42,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
960,2,0.598946,0.799941,0.790159,0.811092,0.799941,1.68238,0.701208,0.768676,0.756859,0.779651,0.768676,1.46606,0.692176,0.770133,0.758524,0.77924,0.770133,1.467725,valid,42,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
961,1,0.813101,0.736517,0.714523,0.729775,0.736517,2.406285,0.707354,0.765071,0.747984,0.770784,0.765071,1.959261,0.707728,0.764534,0.749319,0.770227,0.764534,1.961071,valid,42,0.2,glove,100,140,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
962,5,0.247939,0.918714,0.916714,0.929903,0.918714,0.966494,0.957198,0.741755,0.733047,0.757873,0.741755,0.888751,0.927424,0.746817,0.738094,0.763123,0.746817,0.890016,valid,4,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
963,4,0.321854,0.893019,0.889585,0.904988,0.893019,1.336268,0.821347,0.758168,0.750685,0.775695,0.758168,1.045818,0.815374,0.76277,0.7547,0.777318,0.76277,1.047182,valid,4,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
964,3,0.449628,0.847371,0.841565,0.861363,0.847371,1.848341,0.727353,0.76929,0.757251,0.779837,0.76929,1.65135,0.713563,0.775349,0.762986,0.784566,0.775349,1.654039,valid,4,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
965,2,0.59382,0.800621,0.791127,0.812629,0.800621,2.17849,0.697625,0.772665,0.75971,0.778904,0.772665,2.057466,0.680465,0.77811,0.765636,0.786721,0.77811,2.058439,valid,4,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
966,1,0.817078,0.736105,0.713854,0.72968,0.736105,2.463393,0.698325,0.76906,0.753446,0.770526,0.76906,2.317624,0.700629,0.768063,0.753307,0.772372,0.768063,2.319831,valid,4,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
967,5,0.291826,0.903173,0.900281,0.914667,0.903173,0.501618,0.90597,0.744133,0.733595,0.756861,0.744133,0.455762,0.886371,0.750575,0.741422,0.765643,0.750575,0.455528,valid,25,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
968,4,0.362603,0.877765,0.873747,0.891126,0.877765,0.729854,0.828511,0.752723,0.745101,0.771895,0.752723,0.571911,0.808026,0.762157,0.753126,0.777101,0.762157,0.573144,valid,25,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
969,3,0.477984,0.837467,0.830966,0.851742,0.837467,1.050225,0.726425,0.76929,0.758477,0.78001,0.76929,0.915364,0.719886,0.771667,0.761946,0.782723,0.771667,0.916747,valid,25,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
970,2,0.608327,0.795597,0.785107,0.806108,0.795597,1.488405,0.686923,0.773815,0.763799,0.785968,0.773815,1.243356,0.683486,0.775426,0.766396,0.786949,0.775426,1.245483,valid,25,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
971,1,0.821938,0.735242,0.711732,0.725642,0.735242,2.105325,0.708755,0.76116,0.740551,0.759666,0.76116,1.841872,0.699479,0.767372,0.748212,0.765857,0.767372,1.842262,valid,25,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
972,5,0.257436,0.915368,0.913251,0.926459,0.915368,0.674918,0.964505,0.740988,0.730759,0.755194,0.740988,0.594593,0.940404,0.752186,0.740667,0.76164,0.752186,0.594867,valid,2021,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
973,4,0.327857,0.890919,0.887695,0.904039,0.890919,0.967893,0.869002,0.754027,0.739153,0.759647,0.754027,0.73004,0.840722,0.765455,0.750313,0.769788,0.765455,0.729157,valid,2021,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
974,3,0.443549,0.850075,0.844622,0.864696,0.850075,1.750673,0.744662,0.766222,0.748074,0.765967,0.766222,1.305121,0.734393,0.772358,0.754438,0.772303,0.772358,1.305942,valid,2021,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
975,2,0.58643,0.803229,0.794335,0.816645,0.803229,2.331288,0.674999,0.774352,0.759117,0.781642,0.774352,2.268449,0.664856,0.782712,0.768413,0.789684,0.782712,2.270881,valid,2021,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
976,1,0.798696,0.742356,0.72169,0.73811,0.742356,2.757836,0.695449,0.768139,0.758711,0.780393,0.768139,2.449298,0.686772,0.772665,0.763722,0.786471,0.772665,2.452645,valid,2021,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
977,5,0.243553,0.920105,0.918529,0.931994,0.920105,1.398271,0.936239,0.746127,0.739794,0.764489,0.746127,1.084338,0.911177,0.752953,0.748975,0.778221,0.752953,1.08515,valid,2020,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
978,4,0.312858,0.894946,0.89191,0.907565,0.894946,1.627466,0.826312,0.757248,0.748945,0.773419,0.757248,1.559104,0.820379,0.760853,0.755591,0.781693,0.760853,1.563363,valid,2020,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
979,3,0.439168,0.852309,0.846723,0.865643,0.852309,2.027496,0.739867,0.768753,0.754677,0.775411,0.768753,1.776449,0.726268,0.773968,0.760799,0.781374,0.773968,1.779811,valid,2020,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
980,2,0.584726,0.803737,0.794066,0.815562,0.803737,2.41935,0.68664,0.772741,0.761785,0.784024,0.772741,2.338761,0.681132,0.779644,0.769482,0.789543,0.779644,2.343235,valid,2020,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
981,1,0.800106,0.741762,0.720606,0.736074,0.741762,2.772449,0.702595,0.766605,0.751446,0.773136,0.766605,2.523469,0.695424,0.768293,0.752494,0.771268,0.768293,2.527655,valid,2020,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
982,5,0.258209,0.914879,0.912541,0.925828,0.914879,0.802685,0.969685,0.74605,0.738004,0.764835,0.74605,0.706484,0.93915,0.753336,0.744697,0.769592,0.753336,0.706974,valid,42,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
983,4,0.321583,0.892856,0.8894,0.904586,0.892856,1.099542,0.853356,0.754103,0.744562,0.769548,0.754103,0.941767,0.835737,0.757555,0.74991,0.77562,0.757555,0.943273,valid,42,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
984,3,0.447481,0.848551,0.842959,0.863078,0.848551,1.775139,0.738412,0.763384,0.753321,0.775573,0.763384,1.350622,0.727784,0.768753,0.75973,0.782056,0.768753,1.350478,valid,42,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
985,2,0.590689,0.801973,0.792419,0.813155,0.801973,2.340634,0.691344,0.769673,0.760697,0.784265,0.769673,2.267389,0.686138,0.775886,0.768977,0.792238,0.775886,2.269674,valid,42,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
986,1,0.809442,0.739211,0.717445,0.733176,0.739211,2.653424,0.706802,0.770133,0.766064,0.792367,0.770133,2.407597,0.708342,0.763921,0.760673,0.788719,0.763921,2.411543,valid,42,0.2,glove,100,120,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
987,5,0.22597,0.925848,0.924175,0.936467,0.925848,1.95721,0.945475,0.748274,0.736847,0.759996,0.748274,1.681269,0.913809,0.757401,0.746703,0.767767,0.757401,1.684232,valid,4,0.2,glove,100,100,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
988,4,0.292062,0.903144,0.900449,0.915277,0.903144,2.19605,0.829876,0.759472,0.749219,0.769794,0.759472,2.265739,0.810417,0.764765,0.754995,0.775372,0.764765,2.26942,valid,4,0.2,glove,100,100,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
989,3,0.417411,0.859107,0.854119,0.872854,0.859107,2.461746,0.726181,0.772895,0.757889,0.778589,0.772895,2.461706,0.71561,0.774275,0.759317,0.77818,0.774275,2.465275,valid,4,0.2,glove,100,100,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
990,2,0.571395,0.808713,0.799796,0.820714,0.808713,2.75671,0.674127,0.779951,0.769412,0.793562,0.779951,2.756976,0.672549,0.7788,0.768884,0.792909,0.7788,2.761797,valid,4,0.2,glove,100,100,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
991,1,0.803902,0.740362,0.719086,0.735029,0.740362,2.958962,0.686662,0.774429,0.767081,0.792541,0.774429,2.885222,0.681513,0.774352,0.768207,0.791708,0.774352,2.891137,valid,4,0.2,glove,100,100,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
992,5,0.243239,0.919481,0.917446,0.93001,0.919481,1.324888,0.906567,0.749271,0.738776,0.762752,0.749271,1.198851,0.883324,0.757862,0.747882,0.769741,0.757862,1.200326,valid,25,0.2,glove,100,100,BiAttentionClassifyModel,1,,MIND15/keep_all/BiAttentionClassifyModel,,,
