,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
63,3,0.866417,0.745525,0.736314,0.770451,0.745525,1.245448,0.66051,0.647797,0.691269,0.66051,1.262412,0.65573,0.643172,0.686014,0.65573,valid,25,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
64,2,1.043911,0.700907,0.688691,0.725922,0.700907,1.167428,0.66733,0.66095,0.705368,0.66733,1.18206,0.668077,0.658555,0.699175,0.668077,valid,25,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
65,1,1.412021,0.610813,0.589075,0.623462,0.610813,1.188611,0.664642,0.645047,0.672292,0.664642,1.197212,0.662053,0.645187,0.675788,0.662053,valid,25,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
66,3,0.866356,0.745351,0.73665,0.771921,0.745351,1.180627,0.669372,0.659193,0.69904,0.669372,1.186365,0.665389,0.656968,0.698504,0.665389,valid,2021,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
67,2,1.038522,0.703297,0.691959,0.728797,0.703297,1.163964,0.672658,0.65517,0.685686,0.672658,1.181525,0.673006,0.657543,0.692978,0.673006,valid,2021,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
68,1,1.402545,0.61385,0.592957,0.627268,0.61385,1.195458,0.663049,0.655266,0.697721,0.663049,1.220536,0.657473,0.6492,0.691662,0.657473,valid,2021,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
69,3,0.86136,0.747436,0.738886,0.773891,0.747436,1.173193,0.669073,0.656121,0.691162,0.669073,1.175342,0.670716,0.658652,0.695126,0.670716,valid,2020,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
70,2,1.035918,0.703167,0.69186,0.728725,0.703167,1.183251,0.662999,0.659586,0.709245,0.662999,1.207521,0.659315,0.65669,0.708379,0.659315,valid,2020,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
71,1,1.40472,0.613415,0.592213,0.626252,0.613415,1.234449,0.65349,0.63574,0.66846,0.65349,1.239878,0.651847,0.635064,0.668158,0.651847,valid,2020,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
72,3,0.874612,0.743652,0.7348,0.769793,0.743652,1.187903,0.66987,0.659026,0.697719,0.66987,1.186806,0.668924,0.656162,0.692382,0.668924,valid,42,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
73,2,1.045496,0.701356,0.689514,0.725904,0.701356,1.192849,0.667082,0.656668,0.695577,0.667082,1.20696,0.659215,0.650485,0.694205,0.659215,valid,42,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
74,1,1.420479,0.610253,0.587527,0.620396,0.610253,1.232488,0.655432,0.643302,0.683097,0.655432,1.242917,0.650802,0.638376,0.679406,0.650802,valid,42,0.2,roberta-base,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
75,3,0.787699,0.760643,0.632301,,,1.167632,0.673106,0.520296,,,,,,,,valid,4,0.2,bert-base-uncased,100,PretrainedBaseline,News26/keep_all/PretrainedBaseline
