,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
72,2,0.489107,0.831638,0.828325,0.851536,0.831638,0.569552,0.799893,0.794336,0.819295,0.799893,0.568679,0.802117,0.796904,0.82034,0.802117,valid,2021,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
73,1,0.73395,0.754101,0.742045,0.764307,0.754101,0.590264,0.791456,0.790598,0.821399,0.791456,0.582885,0.795674,0.793493,0.820623,0.795674,valid,2021,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
74,3,0.344222,0.879798,0.878391,0.897425,0.879798,0.645806,0.792376,0.79337,0.822872,0.792376,0.639825,0.79322,0.794319,0.824065,0.79322,valid,2020,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
75,2,0.491268,0.828388,0.825201,0.84862,0.828388,0.582834,0.799739,0.797644,0.824611,0.799739,0.572054,0.801733,0.801654,0.828929,0.801733,valid,2020,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
76,1,0.732274,0.752941,0.741075,0.763367,0.752941,0.59688,0.786087,0.788239,0.822984,0.786087,0.595805,0.790919,0.793774,0.827081,0.790919,valid,2020,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
77,3,0.344023,0.879653,0.878622,0.898022,0.879653,0.661601,0.791839,0.793398,0.824356,0.791839,0.660283,0.791532,0.795332,0.828612,0.791532,valid,42,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
78,2,0.490617,0.82922,0.825566,0.847931,0.82922,0.586907,0.798052,0.797896,0.826597,0.798052,0.581322,0.800583,0.798402,0.821981,0.800583,valid,42,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
79,1,0.735253,0.751261,0.738707,0.760265,0.751261,0.592058,0.794447,0.78885,0.812754,0.794447,0.589255,0.794524,0.791459,0.816513,0.794524,valid,42,0.2,distilbert-base-uncased,256,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
80,3,0.379197,0.868465,0.866727,0.887164,0.868465,0.685994,0.780028,0.778356,0.806294,0.780028,0.676808,0.786777,0.785385,0.814277,0.786777,valid,4,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
81,2,0.528058,0.817697,0.813608,0.837299,0.817697,0.625092,0.789845,0.786992,0.815218,0.789845,0.624577,0.789538,0.785832,0.811041,0.789538,valid,4,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
82,1,0.780214,0.740515,0.726336,0.747304,0.740515,0.630766,0.781715,0.774334,0.799769,0.781715,0.632928,0.779721,0.771699,0.794065,0.779721,valid,4,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
83,3,0.37896,0.868225,0.865961,0.88546,0.868225,0.690954,0.782942,0.779364,0.805285,0.782942,0.685577,0.787237,0.785485,0.811334,0.787237,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
84,2,0.527046,0.817304,0.813296,0.837859,0.817304,0.633361,0.782635,0.771338,0.792256,0.782635,0.624485,0.790229,0.780124,0.802087,0.790229,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
85,1,0.776762,0.7418,0.726841,0.746631,0.7418,0.62947,0.778954,0.776574,0.804692,0.778954,0.629692,0.779798,0.778982,0.808487,0.779798,valid,25,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
86,3,0.377041,0.869577,0.867918,0.887507,0.869577,0.691757,0.781868,0.778666,0.805789,0.781868,0.689359,0.785857,0.782693,0.809906,0.785857,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
87,2,0.527382,0.819049,0.815059,0.838476,0.819049,0.628062,0.78624,0.780442,0.80535,0.78624,0.62587,0.790229,0.785597,0.811281,0.790229,valid,2021,0.2,distilbert-base-uncased,100,PretrainedBaseline,MIND15/keep_all/PretrainedBaseline
