,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
30,3,0.323815,0.898609,0.89877,0.924194,0.898609,0.407645,0.876545,0.875581,0.904394,0.876545,0.386497,0.880727,0.880053,0.910714,0.880727,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
31,2,0.382425,0.881945,0.881418,0.909975,0.881945,0.403909,0.874545,0.874404,0.905289,0.874545,0.390051,0.879,0.87879,0.906106,0.879,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
32,1,0.554672,0.829582,0.827758,0.864025,0.829582,0.433548,0.862364,0.86156,0.893493,0.862364,0.417674,0.870182,0.869679,0.90015,0.870182,valid,2020,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
33,3,0.323601,0.898491,0.898364,0.923829,0.898491,0.406127,0.876818,0.87615,0.905047,0.876818,0.385727,0.882545,0.882647,0.911418,0.882545,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
34,2,0.381538,0.882836,0.882718,0.911621,0.882836,0.413383,0.869182,0.867823,0.899843,0.869182,0.400205,0.872818,0.870892,0.899554,0.872818,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
35,1,0.552989,0.827891,0.82621,0.86261,0.827891,0.431068,0.862636,0.862652,0.895218,0.862636,0.41595,0.870182,0.871023,0.903106,0.870182,valid,42,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
36,5,0.431312,0.874091,0.87345,0.905279,0.874091,0.555496,0.841909,0.842938,0.883881,0.841909,0.520736,0.844455,0.845893,0.885,0.844455,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
37,4,0.453702,0.8676,0.866719,0.899612,0.8676,0.558561,0.847818,0.847901,0.886663,0.847818,0.54717,0.846909,0.846823,0.884494,0.846909,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
38,3,0.477305,0.8614,0.860642,0.894744,0.8614,0.573385,0.839,0.839056,0.880772,0.839,0.537906,0.846818,0.846427,0.883604,0.846818,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
39,2,0.521755,0.849664,0.848448,0.885356,0.849664,0.5504,0.838273,0.837831,0.878707,0.838273,0.534193,0.842727,0.84321,0.885139,0.842727,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
40,1,0.682159,0.803445,0.801774,0.847077,0.803445,0.558953,0.837455,0.837704,0.876164,0.837455,0.546125,0.839091,0.837993,0.877114,0.839091,valid,4,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
41,5,0.378264,0.885309,0.884543,0.912895,0.885309,0.455229,0.867727,0.866903,0.897664,0.867727,0.448853,0.867182,0.866809,0.897378,0.867182,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
42,4,0.40873,0.875609,0.875405,0.906348,0.875609,0.493157,0.852273,0.852378,0.889507,0.852273,0.478744,0.859091,0.859476,0.893342,0.859091,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
43,3,0.448151,0.866618,0.865669,0.898678,0.866618,0.476545,0.859727,0.858711,0.893335,0.859727,0.453483,0.863818,0.86481,0.897895,0.863818,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
44,2,0.503991,0.852755,0.851786,0.887969,0.852755,0.512115,0.854727,0.853987,0.887273,0.854727,0.496194,0.858182,0.857164,0.891571,0.858182,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
45,1,0.676329,0.804727,0.802854,0.848925,0.804727,0.56915,0.838545,0.837572,0.874746,0.838545,0.538019,0.843818,0.843311,0.87924,0.843818,valid,25,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
46,5,0.418341,0.875627,0.874803,0.906057,0.875627,0.528064,0.845182,0.845592,0.886758,0.845182,0.506872,0.850364,0.850814,0.889921,0.850364,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
47,4,0.440201,0.869482,0.86824,0.900747,0.869482,0.530939,0.847636,0.847369,0.884642,0.847636,0.513661,0.852091,0.851563,0.88888,0.852091,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
48,3,0.469772,0.861873,0.861315,0.895912,0.861873,0.538771,0.845273,0.844336,0.880042,0.845273,0.521931,0.850818,0.850219,0.886131,0.850818,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
49,2,0.511436,0.850509,0.84923,0.88599,0.850509,0.54855,0.841636,0.843164,0.881591,0.841636,0.540687,0.843545,0.844978,0.884245,0.843545,valid,2021,0.2,bert-base-chinese,100,PretrainedBaseline,toutiao_news/keep_all/PretrainedBaseline
