,epoch,loss,accuracy,macro_f,precision,recall,val_loss,val_accuracy,val_macro_f,val_precision,val_recall,test_loss,test_accuracy,test_macro_f,test_precision,test_recall,split,seed,dropout_rate,embedding_type,max_length,arch_type,run_id
31,4,0.556613,0.815482,0.808149,0.829264,0.815482,0.771916,0.758552,0.751742,0.776337,0.758552,0.788734,0.754564,0.749368,0.775478,0.754564,valid,2020,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
32,3,0.627124,0.793344,0.784866,0.807271,0.793344,0.749123,0.758859,0.748782,0.771674,0.758859,0.756293,0.759472,0.750338,0.773225,0.759472,valid,2020,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
33,2,0.704747,0.766939,0.756481,0.778545,0.766939,0.755296,0.752033,0.746177,0.772153,0.752033,0.754106,0.751956,0.748234,0.775693,0.751956,valid,2020,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
34,1,0.880661,0.717131,0.691856,0.704285,0.717131,0.779084,0.742829,0.732192,0.753215,0.742829,0.780261,0.743059,0.734071,0.75809,0.743059,valid,2020,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
35,5,0.490723,0.835914,0.830513,0.851314,0.835914,0.826449,0.748198,0.738008,0.762713,0.748198,0.814637,0.755944,0.747555,0.769896,0.755944,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
36,4,0.553963,0.81508,0.807905,0.828946,0.81508,0.781441,0.75372,0.747929,0.773105,0.75372,0.776017,0.752339,0.748225,0.774464,0.752339,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
37,3,0.626079,0.792596,0.784365,0.806047,0.792596,0.759058,0.756481,0.748273,0.771927,0.756481,0.752899,0.756174,0.748972,0.773792,0.756174,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
38,2,0.705014,0.767294,0.755627,0.776109,0.767294,0.74686,0.756404,0.74857,0.772834,0.756404,0.74789,0.757095,0.747686,0.768321,0.757095,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
39,1,0.88278,0.716296,0.691637,0.705063,0.716296,0.773747,0.74605,0.727352,0.743672,0.74605,0.770168,0.745283,0.728895,0.749037,0.745283,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
40,3,0.533122,0.823344,0.661794,,,0.793336,0.755254,0.550766,,,,,,,,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
41,2,0.652848,0.784284,0.595572,,,0.746457,0.755944,0.55503,,,,,,,,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
42,1,0.868151,0.720563,0.485087,,,0.759596,0.7472,0.538379,,,,,,,,valid,42,0.2,glove,100,TextCNNClassifyModel,MIND15/keep_all/TextCNNClassifyModel
